/gps/hist/point 493.67929309116323 812.5842888041516
/gps/hist/point 618.4109008955371 827.2979407603394
/gps/hist/point 766.3915080041386 767.3972577080925
/gps/hist/point 924.6503490832316 696.3510333588104
/gps/hist/point 1103.6864599376074 624.8114618492715
/gps/hist/point 1310.5546589471157 545.5594781168526
/gps/hist/point 1517.3182173100988 464.1588833612787
/gps/hist/point 1776.6102755781108 411.1829402435837
/gps/hist/point 2033.8538364073418 349.83209357750394
/gps/hist/point 2328.3448737922126 297.6351441631322
/gps/hist/point 2665.476620921107 253.22627816988
/gps/hist/point 3017.230456178454 206.91380811147923
/gps/hist/point 3415.4040422777725 176.04108438655544
/gps/hist/point 3822.801336755522 143.8449888287663
/gps/hist/point 4278.7939228864125 117.5372265130638
/gps/hist/point 4789.178359466631 96.04088212505388
/gps/hist/point 5300.376116970563 78.47599703514622
/gps/hist/point 5932.61724072592 64.12354795576924
/gps/hist/point 6565.86586960471 50.32159359259998
/gps/hist/point 7266.707570766012 41.11829402435837
/gps/hist/point 8042.35724087479 32.26799119945812
/gps/hist/point 8801.061857614528 26.366508987303583
/gps/hist/point 9740.488779640238 21.544346900318867
/gps/hist/point 10539.948750945534 17.604108438655544
/gps/hist/point 11664.98477200733 13.814999616383224
/gps/hist/point 12622.399600162415 11.288378916846897
/gps/hist/point 13813.17894061548 9.223851039358486
/gps/hist/point 15116.294721251585 7.53690398089855
/gps/hist/point 16356.979128111572 5.9146605445917455
/gps/hist/point 17900.073423567617 4.641588833612782
/gps/hist/point 19369.23914094723 3.949037229576702
/gps/hist/point 21196.50578912388 3.0990463391994334
/gps/hist/point 22936.22935878353 2.5322627816988
/gps/hist/point 24818.742411244744 1.9872184654880571
/gps/hist/point 26855.76453044273 1.623776739188721
/gps/hist/point 29059.97719641969 1.3268047497147244
/gps/hist/point 31445.102733871452 1.0412232560483043
/gps/hist/point 33644.71103415683 0.8858667904100832
/gps/hist/point 36398.24439205534 0.7044054082352628
/gps/hist/point 39626.402796040486 0.5737956626193865
/gps/hist/point 42627.51824367799 0.4641588833612782
/gps/hist/point 45646.424388765685 0.3764437295617484
/gps/hist/point 49352.775596413536 0.3099046339199426
/gps/hist/point 53104.841070141134 0.2526490750084234
/gps/hist/point 57139.063202000536 0.206913808111479
/gps/hist/point 61253.08027440521 0.1712511920558872
/gps/hist/point 66153.77765783598 0.138149996163832
/gps/hist/point 71256.45707845034 0.1134469780543155
/gps/hist/point 76590.72538398173 0.0922385103935849
/gps/hist/point 82155.00959312933 0.0760287737358327
/gps/hist/point 88418.37166404616 0.0614637746421134
/gps/hist/point 94877.12166629732 0.0503215935925998
/gps/hist/point 102677.76119302798 0.0407254611960055
/gps/hist/point 111090.5196725582 0.032267991199458
/gps/hist/point 118815.19644005933 0.027095531259218
/gps/hist/point 128617.046316128 0.0215443469003188
/gps/hist/point 139558.48393783832 0.0171885618477842
/gps/hist/point 152302.83710626597 0.0138149996163832
/gps/hist/point 165602.13521268452 0.0106020046215203
/gps/hist/point 182213.98716831827 0.0081714374131439
/gps/hist/point 199601.19274048024 0.0062841365592869
/gps/hist/point 220218.37697659768 0.0048289427657807
/gps/hist/point 243465.395391598 0.0035578105721823
/gps/hist/point 273127.80715468986 0.0026148468638342
/gps/hist/point 307987.9272776246 0.0018665729834168
/gps/hist/point 351514.8336830915 0.0012720959307051
/gps/hist/point 405739.7753336383 0.0008728420467073
/gps/hist/point 477228.99391444284 0.000560471005763
/gps/hist/point 579485.7063351645 0.0003359165830454
/gps/hist/point 722796.7443511897 0.0001869549786061
/gps/hist/point 955304.4471218761 8.49249556429e-05
/gps/hist/point 1413134.5792242903 2.8862995692e-05
